TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T1746,C1122876,18/4/96,M,BANGALORE,2058.8,21/10/16,213703,1499
T1747,C5221490,20/8/95,M,MAU,977.73,21/10/16,212538,50
T1748,C1210373,18/7/84,M,CHENNAI,11106.34,21/10/16,212820,495
T1749,C1238444,23/5/90,M,THANE,25055.17,21/10/16,212111,449
T1750,C4417129,4/5/56,M,MUMBAI,8531.09,21/10/16,200153,285
T1751,C1628490,30/12/63,M,NAVI MUMBAI,538172.11,21/10/16,200253,5200.05
T1752,C4429180,18/9/80,M,ERNAKULAM,131413.95,21/10/16,212456,271
T1753,C5921672,12/2/83,F,HYDERABAD,6637.38,21/10/16,200520,475
T1754,C7025779,16/8/89,M,BANGALORE,165.58,21/10/16,211807,77
T1755,C5523417,11/12/91,M,GUWAHATI,13508.74,21/10/16,211900,528
T1756,C3126058,18/11/90,F,NEW DELHI,2276.21,21/10/16,200822,16095
T1757,C5915982,29/1/94,M,MUMBAI,39636.32,21/10/16,201019,582
T1758,C7724627,22/10/93,M,INDORE,8266.02,21/10/16,201111,2450.73
T1759,C8118214,23/9/81,F,GURGAON,163238.58,21/10/16,213559,1227
T1760,C2721332,21/3/87,F,GURGAON,207824.13,21/10/16,200614,250
T1761,C8356370,15/12/92,F,MUMBAI,2781.28,21/10/16,215949,220
T1762,C2829339,1/1/1800,M,JAIPUR,2018.97,21/10/16,212426,1.11
T1763,C8332354,20/1/83,F,MUMBAI,350601.29,21/10/16,194727,1000
T1764,C2158640,19/12/85,F,GURGAON,47610.63,21/10/16,195645,2340
T1765,C8922138,23/11/59,M,NEW DELHI,2006295.96,21/10/16,200024,29600
T1766,C5061227,5/6/76,M,GURGAON,288161.79,21/10/16,200647,2544
T1767,C7439280,1/1/76,M,KOLKATA,212362.19,21/10/16,200647,1000
T1768,C9046644,17/4/91,M,MUMBAI,85665.24,21/10/16,224705,10924
T1769,C4539467,14/2/95,M,PILANI,9529.17,21/10/16,222842,521
T1770,C3120792,27/5/91,M,MUMBAI,57151.05,21/10/16,222507,481
T1771,C4016147,7/1/91,M,DELHI,71461.68,21/10/16,222507,2000
T1772,C5095216,2/5/82,M,NASHIK,536.4,21/10/16,200617,1000
T1773,C5722235,3/2/82,M,RAIPUR,1296.38,21/10/16,220753,678
T1774,C2071659,28/3/89,M,ROORKEE HARIDWAR,4418.57,21/10/16,220850,340
T1775,C8133571,22/1/94,M,SIRSA,8602.03,21/10/16,204455,3695
T1776,C5734077,2/11/87,M,PONDICHERRY,100545.78,21/10/16,224205,417
T1777,C7622586,1/1/1800,M,UDAIPUR,1294694.19,21/10/16,185452,88.24
T1778,C5026617,5/5/80,M,THANE,1883047.15,21/10/16,223021,2825
T1779,C1020383,27/9/89,F,GURGAON,18900.5,21/10/16,223602,30
T1780,C4737264,29/3/86,M,PUNE,11200.77,21/10/16,223535,180
T1781,C8426163,21/10/60,M,DELHI,52414.27,21/10/16,214031,3389
T1782,C8319530,16/5/77,M,MUMBAI,10564.25,21/10/16,214034,3160
T1783,C5731120,10/6/77,M,REWARI,9057.37,21/10/16,213218,202
T1784,C7916749,25/10/85,M,VARANASI,16035.22,21/10/16,200651,209
T1785,C5777743,22/9/92,F,BARNALA,737,21/10/16,200706,1895
T1786,C7940675,15/2/87,M,HYDERABAD,3358.91,21/10/16,200840,2449.81
T1787,C2179857,2/1/90,M,GUWAHATI,12368.21,21/10/16,200841,300
T1788,C3021024,13/4/92,F,DELHI,7115.86,21/10/16,201203,528
T1789,C4838562,1/5/89,F,VADODARA,206991.78,21/10/16,201533,200
T1790,C2023520,12/5/88,M,PUNE,873.86,21/10/16,221246,60
T1791,C8528078,25/9/91,M,BAREILLY,6056.03,21/10/16,212906,20
T1792,C3277491,8/8/70,M,MUMBAI,107804.81,21/10/16,212240,4497
T1793,C5320233,27/9/86,F,HARIDWAR,278298.34,21/10/16,204859,948
T1794,C5972791,3/7/92,M,SHIMLA,28,21/10/16,205052,198
T1795,C6312279,20/5/93,M,BANGALORE,7920.13,21/10/16,222602,300
T1796,C2942023,14/12/82,M,MUMBAI,48127.6,21/10/16,223203,320
T1797,C6013045,8/8/92,M,AMRITSAR,35616.21,21/10/16,203157,800
T1798,C2923117,25/5/84,M,NEW DELHI,34114.16,21/10/16,203921,100
T1799,C7033470,23/12/83,M,DELHI,307628.28,21/10/16,202855,834
T1800,C3719620,2/12/87,M,NEW DELHI,7767.54,21/10/16,203101,680
T1801,C8728171,8/4/91,M,MUMBAI,6382.25,21/10/16,203105,29
T1802,C5026863,27/3/86,M,NEW DELHI,417133.25,21/10/16,220804,312.63
T1803,C4953354,2/3/83,M,ANDHERI (W) MUMBAI,31.81,21/10/16,221345,395
T1804,C6298268,5/3/85,F,CUTTACK,95759.68,21/10/16,200628,1493
T1805,C5830313,10/2/86,M,WARANGAL,8073.5,21/10/16,203435,1869.86
T1806,C7317859,23/1/97,M,PONDA NORTH,11333.52,21/10/16,203642,240
T1807,C8215289,1/1/80,M,GURGAON,53507.46,21/10/16,221646,170
T1808,C8740150,17/11/96,M,BANGALORE,3096.03,21/10/16,124756,1
T1809,C3178931,28/1/81,M,SION (E) MUMBAI,18137.62,21/10/16,221928,355.5
T1810,C3534513,13/7/65,M,CHENNAI,30093.01,21/10/16,213538,218
T1811,C3331374,17/7/92,M,PAURI GARHWAL,7115.68,21/10/16,214142,1050
T1812,C3816873,27/3/89,M,GURGAON,1187.08,21/10/16,201139,530
T1813,C5835461,1/1/1800,M,CHENNAI,2042.31,21/10/16,211010,25
T1814,C4815075,8/3/83,M,MUMBAI,93205.91,21/10/16,215403,3250
T1815,C2022283,4/4/79,M,HIGH SCHOOL AURANGABAD,31200.99,21/10/16,215503,330
T1816,C2060590,19/3/93,M,BANGALORE,14945.22,21/10/16,211215,1664
T1817,C1116184,1/7/87,M,GHAZIABAD,27390.16,21/10/16,211500,1006.01
T1818,C1115889,5/3/85,M,ALWAR,32319.7,21/10/16,211145,220
T1819,C5127830,27/2/90,M,KALYANI NAGAR PUNE,4815.77,21/10/16,195750,300
T1820,C6439617,22/2/91,M,KOZHIKODE,16149.53,21/10/16,195932,261
T1821,C1117660,20/6/79,M,BANGALORE,20319.2,21/10/16,211616,663
T1822,C6319414,5/2/85,M,GHAZIABAD,13689.26,21/10/16,211843,100
T1823,C2925292,5/6/92,F,KRISHNA DISTRICT,16205.66,21/10/16,211909,170
T1824,C7641153,9/7/87,M,SANGLI,203711.21,21/10/16,203922,1016.1
T1825,C1341852,8/8/88,F,MUMBAI,5431.08,21/10/16,195743,261.41
T1826,C1519447,27/6/87,F,JAIPUR,58802.04,21/10/16,200105,6494
T1827,C3129361,10/3/70,F,NAVI MUMBAI,3719.98,21/10/16,200710,575
T1828,C1941564,1/1/1800,M,BANGA,36594.15,21/10/16,200714,260
T1829,C6427390,23/6/71,M,NAVI MUMBAI,2357.75,21/10/16,210049,180
T1830,C4940981,31/12/87,M,BANGALORE,39153.7,21/10/16,210050,100
T1831,C7629066,16/12/83,M,NAVI MUMBAI,1959.28,21/10/16,203606,1397
T1832,C3318479,23/7/81,F,MUMBAI,76166.54,21/10/16,212028,1655
T1833,C1352167,18/2/89,F,KANPUR,96276.9,21/10/16,202848,8370
T1834,C1618622,9/6/87,M,DELHI,42446.29,21/10/16,203526,365
T1835,C3515792,28/9/71,F,STUD FARM PUNE,66579.81,21/10/16,202957,5100
T1836,C7772356,28/10/86,F,JAIPUR,38674,21/10/16,200302,1020
T1837,C6537282,10/2/78,M,PUNE,82702.45,21/10/16,200357,590
T1838,C8311055,22/6/91,F,NEW DELHI,51845.42,21/10/16,202306,515
T1839,C3517643,5/3/85,M,NEW DELHI,147.5,21/10/16,202307,10
T1840,C8525792,12/3/93,M,GURGAON,18552.18,21/10/16,211343,450
T1841,C5411080,23/3/87,M,BANGALORE,92851.42,21/10/16,211558,425
T1842,C4611840,23/5/57,M,BANGALORE,560160.64,21/10/16,211843,928.5
T1843,C5125444,1/1/1800,M,LUDHIANA,47348.84,21/10/16,211145,773
T1844,C8620619,14/4/79,F,CHENNAI,10096.04,21/10/16,204721,258.99
T1845,C3828033,2/12/93,M,BANGALORE,35629.87,21/10/16,204302,278
T1846,C5916240,18/4/87,M,DELHI,70.14,21/10/16,201639,100
T1847,C8234192,30/9/81,F,JUNCTION CHENNAI,97573.87,21/10/16,202147,25
T1848,C8418037,29/2/88,M,MUMBAI,78745.57,21/10/16,202040,1000
T1849,C7926868,25/5/83,F,BANGALORE,25735.23,21/10/16,202245,155.89
T1850,C5529457,23/1/97,F,CHENNAI,127345.92,21/10/16,110537,2.75
T1851,C4121046,22/7/79,M,R T NAGAR BANGALORE,2161.66,21/10/16,205414,470
T1852,C3779235,23/5/96,M,AGRA,25166.25,21/10/16,203951,1050
T1853,C6613928,28/3/81,M,SALEM,16447.85,21/10/16,202649,400
T1854,C6064384,31/12/88,F,KANPUR,33779.17,21/10/16,202810,3498
T1855,C8691070,4/7/85,M,TRICHUR,158.81,21/10/16,211122,1003
T1856,C8248416,10/6/82,M,NEW DELHI,34388.55,21/10/16,203511,290
T1857,C1814320,1/6/81,M,MUMBAI,1543.74,21/10/16,203512,1000
T1858,C4240562,21/11/91,M,NEW DELHI,59714.7,21/10/16,203703,446
T1859,C3613256,3/1/81,M,PUNE,19627.25,21/10/16,201134,429
T1860,C1441324,7/12/78,M,THANE,35794.54,21/10/16,212256,270
T1861,C4027414,15/12/86,M,MUMBAI,22556.95,21/10/16,195744,2500
T1862,C4013255,25/1/89,F,MUMBAI,31407.18,21/10/16,202252,700
T1863,C2794226,21/11/86,M,BHAVNAGAR,10238.63,21/10/16,200623,100.85
T1864,C6828648,4/11/87,F,MANGALORE,10301.3,21/10/16,200943,500
T1865,C2521862,29/4/89,F,KOLKATA,20021.93,21/10/16,215512,1119
T1866,C8624817,16/6/87,M,BANGALORE,2012.05,21/10/16,193336,18.15
T1867,C7538263,15/1/93,M,BANGALORE,4835.15,21/10/16,193626,470
T1868,C6242664,30/6/77,M,NEW DELHI,781.77,21/10/16,203809,13500
T1869,C3265269,15/1/88,M,DELHI,127958.83,21/10/16,212216,195
T1870,C3813623,3/1/92,M,KRISHNA,39.39,21/10/16,212938,38
T1871,C1742871,25/6/93,M,DELHI,28.45,21/10/16,212218,50
T1872,C8642622,1/4/91,F,NEW DELHI,14135.49,21/10/16,211359,1600
T1873,C4824766,11/8/91,F,KANPUR,179848.2,21/10/16,211622,637
T1874,C5124566,17/6/81,M,MUMBAI,13504.86,21/10/16,211824,3800
T1875,C7826361,11/12/83,F,LUDHIANA,17201.9,21/10/16,211829,539.28
T1876,C3628929,30/12/83,F,GURGAON,17195.93,21/10/16,212932,145
T1877,C3313626,27/1/92,M,PARK MAHAPE NAVI MUMBAI,21351.27,21/10/16,201121,180
T1878,C7440224,14/12/78,M,NEW DELHI,22686.03,21/10/16,205941,500
T1879,C1426129,25/8/83,F,HYDERABAD,16387.08,21/10/16,203022,920
T1880,C6336770,19/1/89,F,NOIDA,681427.19,21/10/16,200658,1104
T1881,C1837323,1/1/1800,F,RAJKOT,508955.57,21/10/16,213129,1085
T1882,C6828790,16/11/94,F,NEW DELHI,84665.16,21/10/16,202603,188
T1883,C5226864,14/12/92,F,SANGALI,4392.57,21/10/16,202815,136
T1884,C2536160,25/9/92,M,DELHI,14158.37,21/10/16,192747,42
T1885,C6339768,18/8/85,M,NEW DELHI,467553.87,21/10/16,204652,148
T1886,C8131279,10/6/89,M,SAHARANPUR,90462.85,21/10/16,194546,1682
T1887,C2914089,1/1/1800,M,JAIPUR,82.94,21/10/16,211433,1770
T1888,C5619742,16/2/91,M,THANE,3448.25,21/10/16,211444,614.8
T1889,C6728933,14/10/82,M,THRISSUR,36575.45,21/10/16,201741,1800
T1890,C2530157,21/8/83,F,NEW DELHI,368504.91,21/10/16,201928,1088
T1891,C6712091,5/2/71,M,T MHALAUGE TEHSIL AMBEGAV PUNE,920.07,21/10/16,201941,1000
T1892,C1365872,20/6/91,M,NOIDA,7811.65,21/10/16,202111,111
T1893,C3918063,5/11/92,F,GAYA,331956.14,21/10/16,202837,69
T1894,C9039264,12/7/91,M,CHENNAI,34538.07,21/10/16,202128,719
T1895,C5817980,6/10/80,M,FARIDABAD,109127.25,21/10/16,202254,3850
T1896,C1628820,2/12/82,M,DELHI,9161.31,21/10/16,214053,21
T1897,C4317975,2/6/92,M,GURGAON,1017.77,21/10/16,214346,630
T1898,C6393541,7/5/82,M,GURGAON,32664.63,21/10/16,214351,1188
T1899,C7733072,10/5/96,M,KRISHNA,36.85,21/10/16,211933,151
T1900,C5133233,3/7/92,F,GOREGAON (E) MUMBAI,29033.83,21/10/16,211936,85
T1901,C6260277,19/8/84,M,DELHI,1004483.86,21/10/16,204058,747
T1902,C3721468,1/1/1800,M,UDAIPUR,12090.65,21/10/16,204100,300
T1903,C8112148,30/9/85,F,DELHI,6446.22,21/10/16,205020,10
T1904,C2133676,28/3/82,F,RANGA REDDY,95.5,21/10/16,204401,1
T1905,C7720692,22/8/86,M,JAMMU,17357.18,21/10/16,202459,759
T1906,C4819139,28/9/86,M,GURGAON,45489.39,21/10/16,201047,193.8
T1907,C8730556,3/3/93,M,SINDHUDURG - DISTRICT,35366.96,21/10/16,193126,200
T1908,C7789360,26/5/79,M,BANGALORE,501.1,21/10/16,203429,505
T1909,C6239469,26/9/89,M,KANPUR,4358.7,21/10/16,211158,120
T1910,C5336819,10/11/84,M,PUNE,3483.13,21/10/16,211203,825
T1911,C8116022,26/3/89,M,GURGAON,1083.82,21/10/16,211214,100
T1912,C3013629,30/6/87,M,THANE,4047.81,21/10/16,211708,3117
T1913,C4435687,10/8/90,M,ASANSOL,14251.1,21/10/16,211944,300
T1914,C5854523,1/9/81,M,BANGALROE,61035.3,21/10/16,214919,330
T1915,C7125044,15/8/77,F,MUMBAI,4690.49,21/10/16,214921,499
T1916,C3512839,9/3/68,F,JAMSHEDPUR,23935.98,21/10/16,215015,3200
T1917,C8016782,20/9/88,M,MUMBAI,31249.99,21/10/16,215133,645
T1918,C2030664,28/8/92,F,MUMBAI,16374.52,21/10/16,215133,1000
T1919,C5011679,1/5/80,F,BILASPUR,92802.99,21/10/16,215143,22635
T1920,C2932852,5/10/87,F,MUMBAI,50971.35,21/10/16,211955,364
T1921,C6918787,6/2/88,M,RANCHI,2514.86,21/10/16,211313,405.59
T1922,C7111815,11/3/79,M,KOLKATA,66131.05,21/10/16,211527,113
T1923,C7235713,31/12/88,M,NOIDA,7613.88,21/10/16,211812,500
T1924,C4120172,15/3/92,M,NAVSARI,13646.62,21/10/16,212337,30
T1925,C6334640,7/8/86,M,GHAZIABAD,12281.63,21/10/16,204821,297
T1926,C5538681,26/5/75,M,CHENNAI,11504.85,21/10/16,202358,481
T1927,C1211332,21/5/79,M,BANGALORE,7900.72,21/10/16,211524,2000
T1928,C3120787,11/6/89,M,DELHI,2550.2,21/10/16,211544,20
T1929,C2936979,3/9/83,M,COLLEGE BANGALORE,48424.64,21/10/16,211545,8600
T1930,C8436225,23/3/74,M,GURGAON,53242.42,21/10/16,211545,4999
T1931,C6130825,13/6/86,M,GURGAON,41034.58,21/10/16,211219,56
T1932,C3326659,30/7/91,M,PUNE,5786.5,21/10/16,211608,280
T1933,C4784319,1/9/89,F,MUMBAI,5742.34,21/10/16,211610,1323
T1934,C8090937,19/9/94,F,DELHI,2602.61,21/10/16,211625,113
T1935,C6332690,12/4/85,F,NOIDA,12090.19,21/10/16,205324,848
T1936,C1930118,4/6/81,M,MANDYA,77168.01,21/10/16,204933,369
T1937,C5749480,14/3/91,M,NEW DELHI,13704.76,21/10/16,204830,1636
T1938,C5731566,30/4/91,M,NADIA,12574.26,21/10/16,202253,180
T1939,C2630762,6/12/84,M,KHAMMAM,2022.29,21/10/16,205139,30
T1940,C7885772,7/7/94,M,BALARPUR MAINPURI,19789.33,21/10/16,205341,377
T1941,C4216260,3/12/91,M,YAMUNANAGAR,22.8,21/10/16,205352,50
T1942,C4316116,14/11/73,F,MUMBAI,129634.68,21/10/16,202746,761
T1943,C3819692,18/5/88,M,GURGAON,68459.68,21/10/16,201620,396
T1944,C5232657,15/10/90,M,BEED,13523.95,21/10/16,201808,197
T1945,C1822588,16/6/89,M,HYDERABAD,24639.01,21/10/16,202149,994
T1946,C4330516,31/7/94,F,KATRA DISTT REASI,9855.37,21/10/16,202004,5945
T1947,C2221420,1/2/90,M,PUNE,5301.42,21/10/16,205646,618
T1948,C4415128,20/8/76,F,UDHAMPUR,1073877.18,21/10/16,205439,498
T1949,C7013823,27/11/92,M,THANE,4415.59,21/10/16,205758,423.2
T1950,C9023916,15/6/89,M,BANGALORE,36601.52,21/10/16,205707,471
T1951,C6518211,14/6/78,M,NAGPUR,110980.5,21/10/16,205801,1039
T1952,C5199648,27/2/90,F,LUCKNOW,772503.25,21/10/16,205944,1904
T1953,C8374167,18/6/91,F,BAMBOLIM,32333.77,21/10/16,204143,263
T1954,C4238736,15/11/96,M,NORTH WEST DELHI,25000.01,21/10/16,204350,8855
T1955,C4523686,9/7/91,M,GURGAON,596794.22,21/10/16,204353,250
T1956,C9077783,3/10/94,M,BATHINDA,1428.49,21/10/16,202007,11
T1957,C4912920,1/1/90,M,GHAZIABAD,540.62,21/10/16,204950,800
T1958,C6218961,2/5/77,M,BANGALORE,130928.12,21/10/16,205216,130
T1959,C1125190,27/10/88,M,JALANDHAR,415.99,21/10/16,202538,4000
T1960,C3519933,29/11/90,M,BANGALORE,34324.75,21/10/16,202201,375
T1961,C1915357,14/7/96,F,NIZAMABAD,8172.48,21/10/16,204549,180.7
T1962,C5820524,21/7/89,M,BANGALORE,65488.61,21/10/16,204553,405
T1963,C4028236,31/8/77,M,BANGALORE,11036.09,21/10/16,204656,1999.95
T1964,C8232357,14/7/97,M,PRATAPGARH,8945.82,21/10/16,204656,255
T1965,C1426789,23/2/88,M,BANGALORE,6130.16,21/10/16,204658,147
T1966,C6728244,1/1/1800,M,FARIDABAD,472.95,21/10/16,203013,850
T1967,C4184335,4/9/89,M,DEHRADUN,7251.63,21/10/16,204405,100
T1968,C7341622,21/12/85,M,BHIND,4443.76,21/10/16,204617,803.35
T1969,C8524541,30/10/87,M,BANGALORE,136.2,21/10/16,202318,445
T1970,C3622979,11/7/89,M,KANPUR NAGAR,1608.91,21/10/16,202200,550
T1971,C2838180,11/7/81,F,MUMBAI,12190.8,21/10/16,200227,1276
T1972,C7961653,31/8/80,M,VISAKHAPATNAM,3764.16,21/10/16,193129,10000
T1973,C2426546,22/12/84,M,GHAZIABAD,3120.32,21/10/16,211836,50
T1974,C7921768,19/6/86,F,NEW DELHI,246388.73,21/10/16,211117,3900
T1975,C6334346,20/3/95,M,KHAMMAM (ANDHRA PRADESH),9133.01,21/10/16,211120,338
T1976,C5322988,18/5/80,M,MANGALORE,506729.37,21/10/16,211120,150
T1977,C5293239,11/11/91,M,BANGALORE,4174.2,21/10/16,211327,245
T1978,C1521245,26/5/90,F,MUMBAI,4402.56,21/10/16,211342,271
T1979,C6024827,5/2/83,M,FARIDABAD,10540.05,21/10/16,205011,267
T1980,C2533092,6/10/80,F,MUMBAI,4444.74,21/10/16,193005,380
T1981,C8031458,11/2/84,M,SILIGURI,16138.71,21/10/16,193009,185
T1982,C1012421,16/11/88,M,GURGAON,3219.15,21/10/16,193159,10
T1983,C7217311,4/9/88,F,NOIDA,14743.78,21/10/16,202651,149
T1984,C9018377,14/4/88,M,AJMER,10.72,21/10/16,202848,200
T1985,C2517772,15/7/94,F,NEW DELHI,35707.16,21/10/16,205439,130
T1986,C3731433,25/3/81,F,CHENNAI,457691.95,21/10/16,201933,1848
T1987,C1090956,3/9/89,M,DELHI,84502.59,21/10/16,200038,462.78
T1988,C7519877,4/2/92,F,HAMIRPUR,15554.98,21/10/16,200656,1400
T1989,C5740667,6/3/81,M,BANGALORE,4318.33,21/10/16,204153,730
T1990,C8317026,1/1/1800,M,KHAR WEST MUMBAI,1599263.99,21/10/16,204157,1125
T1991,C2417165,25/9/78,M,GHAZIABAD,76.08,21/10/16,204200,30
T1992,C4228417,30/11/80,M,MUMBAI,18510.54,21/10/16,204200,590.52
T1993,C2111035,22/6/91,F,NEW DELHI,51845.42,21/10/16,202411,69
T1994,C6926755,10/8/93,M,BALASORE,15406.41,21/10/16,202222,250
T1995,C7926664,5/1/88,M,INDORE,14785.09,21/10/16,202700,500
T1996,C9032459,6/1/92,M,DELHI,17535.34,21/10/16,202642,190
T1997,C7525918,16/11/91,F,GREATER NOIDA,121468.94,21/10/16,211250,301
T1998,C8436658,4/1/91,M,BANGALORE,104.51,21/10/16,211348,10
T1999,C1022943,24/12/81,M,DELHI,20645.43,21/10/16,211319,400
T2000,C2528689,18/10/79,F,CHENNAI,79481.09,21/10/16,194932,1800
T2001,C6511023,26/3/86,F,NEW DELHI,349908.75,21/10/16,195113,851
T2002,C7728829,27/10/80,M,MUMBAI,3659161.33,21/10/16,204521,5997
T2003,C2310618,17/12/88,M,AHMEDABAD,838860.38,21/10/16,204402,5464
T2004,C3218826,4/10/81,M,NAGPUR,1619.38,21/10/16,201845,1034
T2005,C2219974,26/2/90,F,HOOGHLY,463.38,21/10/16,205138,30
T2006,C3530992,28/7/85,F,BANGALORE,181828.38,21/10/16,205332,145
T2007,C3027390,31/10/76,F,KOLKATA,37709.78,21/10/16,205334,482
T2008,C2326348,9/4/85,F,VADODARA,500618.94,21/10/16,205541,3503
T2009,C3542111,29/10/78,F,INDORE,18322.38,21/10/16,211702,290
T2010,C8763450,19/9/94,M,CINEMA HAORA,30357.07,21/10/16,211119,5025
T2011,C5335860,14/6/85,M,BANGALORE,20283.88,21/10/16,211135,810
T2012,C6241748,16/6/89,M,PUNE,24943.02,21/10/16,210543,2730
T2013,C4320460,24/2/86,M,ASANSOL,3851.63,21/10/16,210545,421.95
T2014,C8624835,29/2/80,M,KOLKATA NEAR COLLEGE MORE KOLKATA,65352.36,21/10/16,210723,258
T2015,C2826686,21/1/89,M,AHMEDABAD,5207.62,21/10/16,210736,100
T2016,C5841746,30/4/88,M,NEW DELHI,16299.55,21/10/16,202252,259
T2017,C8935831,30/11/80,M,THANE,11125.53,21/10/16,203359,150
T2018,C4841043,18/9/87,M,GORAKHPUR,14666.18,21/10/16,200325,1499
T2019,C1233480,1/6/92,M,PALAKKAD,3520.27,21/10/16,202655,30
T2020,C4528155,29/10/90,M,BANGALORE,94649,21/10/16,202859,188
T2021,C7811523,1/6/88,F,PUNE,29945.99,21/10/16,202256,3876.29
T2022,C1225835,1/1/1800,M,CHENNAI,50051.48,21/10/16,211841,507
T2023,C4137546,11/11/91,M,GURGAON,52871.99,21/10/16,211902,100
T2024,C1937543,30/11/90,F,PANIPAT,18942.01,21/10/16,204249,1995
T2025,C7239473,17/3/90,F,MATHURA,17783.17,21/10/16,202243,250
T2026,C5534916,5/8/86,M,MUMBAI,96970.6,21/10/16,200420,50
T2027,C1783691,5/6/85,M,KRISHNAGIRI,6705.74,21/10/16,200335,760.99
T2028,C7580057,25/3/94,M,MIDNAPORE,25831.71,21/10/16,200423,10
T2029,C7466535,3/9/93,F,BANGALORE,28351.08,21/10/16,201023,300
T2030,C7825884,12/12/85,M,GHAZIABAD,41532.92,21/10/16,201026,1100
T2031,C4638774,18/9/93,M,DELHI,21443.28,21/10/16,201119,807
T2032,C8396867,7/10/90,M,BURDWAN,39871.56,21/10/16,203653,1100
T2033,C3428376,4/8/90,M,GURGAON,2265.25,21/10/16,201603,50
T2034,C8615530,14/4/91,F,CHENNAI,2894.82,21/10/16,203130,483
T2035,C2330514,5/5/86,M,GHAZIABAD,10036.14,21/10/16,203000,370
T2036,C7423939,1/1/1800,M,NOIDA,1937026.56,21/10/16,203152,500
T2037,C6535953,12/5/86,M,BANGALORE,26609.71,21/10/16,201858,230
T2038,C4041887,12/10/95,M,PANCHKULA,4276.78,21/10/16,201859,442.75
T2039,C8725253,28/3/87,M,BHIWANI,16549.84,21/10/16,201924,299
T2040,C4537486,20/6/89,M,MODINAGAR,9638.06,21/10/16,195833,900
T2041,C5537656,10/12/86,M,JAISINGHPUR,2486.64,21/10/16,202400,1436.58
T2042,C1731876,7/3/91,M,MUMBAI,384.28,21/10/16,203159,100
T2043,C7524371,13/8/94,M,SIKAR,2080.91,21/10/16,204129,37
T2044,C1013036,27/9/87,M,GURGAON,5521.54,21/10/16,204512,1257
T2045,C7833469,7/10/83,M,DELHI,3775.96,21/10/16,210942,148
T2046,C8022930,5/12/82,M,BAMBOLIM,27714.22,21/10/16,210942,2498.4
T2047,C4217277,11/9/92,M,CHOWK PUNE-MUMBAI HIGHWAY PUNE,22034.16,21/10/16,210610,3437
T2048,C2910178,27/1/90,F,GANGTOK,14412.47,21/10/16,210610,111
T2049,C3719622,27/2/89,F,DELHI,2448.37,21/10/16,210614,100
T2050,C2753489,7/8/74,M,HYDERABAD,251398.44,21/10/16,193421,131.04
T2051,C6612490,20/6/91,F,CHENNAI,20480.72,21/10/16,192636,100
T2052,C6286520,6/12/90,M,CHANDIGARH,0,21/10/16,200759,118
T2053,C1219574,3/3/93,F,CHENNAI,82658.86,21/10/16,200949,100
T2054,C1818386,28/2/89,M,FARIDABAD,5576.89,21/10/16,194647,250
T2055,C8026513,11/2/87,M,NOIDA,71686.87,21/10/16,195017,14594
T2056,C8510065,25/9/88,F,KOLKATA,921614.41,21/10/16,195050,1092
T2057,C4418439,4/4/88,M,GURGAON,265278.42,21/10/16,195142,566
T2058,C6831712,29/1/80,F,MUMBAI,29188.7,21/10/16,195143,954
T2059,C2529475,2/12/64,M,HYDERABAD,23803.8,21/10/16,201857,1250
T2060,C6619272,17/11/84,F,KANPUR NAGAR,12247.56,21/10/16,202759,151
T2061,C1438572,15/1/85,F,NORTH GOA,7911.69,21/10/16,210823,366.18
T2062,C4828521,17/12/95,M,HISAR,14167.4,21/10/16,211306,50
T2063,C8924181,13/2/68,M,CHENNAI,125492.94,21/10/16,211303,6170.05
T2064,C8031353,2/6/83,M,KOLKATA,24054.59,21/10/16,195653,1730
T2065,C4924739,1/1/1800,M,NEW DELHI,12171.01,21/10/16,195841,3851
T2066,C8631556,20/10/94,M,BANGALORE,8839.43,21/10/16,211906,50
T2067,C6626640,1/6/88,M,GHAZIABAD,48976.86,21/10/16,202531,1280
T2068,C3333661,11/9/89,M,ZIRAKPUR,11461.71,21/10/16,202532,2000
T2069,C7840376,19/6/82,F,MUMBAI,51434.93,21/10/16,195551,1500
T2070,C8832277,15/8/89,M,JHUNJHUNU,6609.59,21/10/16,201413,30
T2071,C8636889,9/11/75,M,NEW DELHI,83293.29,21/10/16,200651,540
T2072,C4934264,1/1/1800,M,MANDI GOBINDGARH,107963.73,21/10/16,194756,18000
T2073,C4435249,14/3/93,M,LUCKNOW,8251.72,21/10/16,194756,450
T2074,C8112231,3/8/95,M,DELHI,520.43,21/10/16,211802,110
T2075,C5016819,28/12/86,M,DELHI,20485.24,21/10/16,205634,340
T2076,C8612344,31/7/91,M,VIDISHA,314.31,21/10/16,205151,250
T2077,C8626058,19/12/78,F,ROPAR,299840.26,21/10/16,203642,865
T2078,C8417936,31/12/86,M,AURANGABAD,35995.51,21/10/16,201117,300
T2079,C2261956,18/10/87,F,NOIDA,229,21/10/16,201917,919
T2080,C7710746,4/9/90,F,GURGAON,11471.56,21/10/16,202102,1505
T2081,C2115927,19/4/76,M,PUNE,197372.6,21/10/16,210407,570
T2082,C7235242,24/5/89,M,PETA VIJAYAWADA,7799,21/10/16,210657,418
T2083,C2412855,2/7/91,F,MUMBAI,6327.83,21/10/16,204545,5913
T2084,C1439961,15/6/62,M,HYDERABAD,42480.86,21/10/16,204349,612
